PreparePallet;1;1;Q10;
PutPacket;1;87236;0;0;false;
PutPacket;1;71736;0;0;false;
PutPacket;1;67134;0;0;false;
PutPacket;1;49164;0;0;false;
PutPacket;1;47941;0;0;false;
PutPacket;1;46634;0;0;false;
PutPacket;1;35164;0;0;false;
PutPacket;1;31113;0;0;false;
PutPacket;1;28706;0;0;false;
PutPacket;1;38529;0;0;false;
PreparePallet;2;1;Q10;
PutPacket;2;19630;0;0;false;
PreparePallet;3;1;Euro;
PutPacket;3;89458;0;0;false;
PutPacket;3;89262;0;0;false;
PutPacket;3;76447;0;0;false;
PutPacket;3;54365;0;0;false;
PutPacket;3;41460;0;0;false;
PutPacket;3;33785;0;0;false;
PutPacket;3;33697;0;0;false;
PutPacket;3;11771;0;0;false;
PutPacket;3;2460;0;0;false;
PutPacket;2;54798;0;0;false;
PutPacket;2;35259;0;0;false;
PutPacket;2;99960;0;0;false;
PutPacket;2;81814;0;0;false;
PutPacket;2;66460;0;0;false;
PutPacket;2;59785;0;0;false;
PutPacket;2;33346;0;0;false;
PutPacket;2;28201;0;0;false;
PutPacket;3;37995;0;0;false;
PreparePallet;4;1;Euro;
PutPacket;4;28979;0;0;false;
PutPacket;2;87108;0;0;false;
PutPacket;4;75790;0;0;false;
PutPacket;4;53397;0;0;false;
PutPacket;4;9095;0;0;false;
PutPacket;4;75004;0;0;false;
PutPacket;4;39896;0;0;false;
PutPacket;4;31095;0;0;false;
PutPacket;4;26654;0;0;false;
PutPacket;4;89250;0;0;false;
PutPacket;4;23790;0;0;false;
PreparePallet;5;1;Euro;
PutPacket;5;99015;0;0;false;
PutPacket;5;88493;0;0;false;
PutPacket;5;6027;0;0;false;
PutPacket;5;40054;0;0;false;
PutPacket;5;82654;0;0;false;
PutPacket;5;31546;0;0;false;
PutPacket;5;24144;0;0;false;
PutPacket;5;83087;0;0;false;
PutPacket;5;49242;0;0;false;
PutPacket;5;27592;0;0;false;
PreparePallet;6;1;Euro;
PutPacket;6;4260;0;0;false;
PutPacket;6;3090;0;0;false;
PutPacket;6;96394;0;0;false;
PutPacket;6;81298;0;0;false;
PutPacket;6;8735;0;0;false;
PutPacket;6;72609;0;0;false;
PutPacket;6;97872;0;0;false;
PutPacket;6;72969;0;0;false;
PutPacket;6;72775;0;0;false;
PutPacket;6;58166;0;0;false;
PreparePallet;7;1;Euro;
PutPacket;7;18303;0;0;false;
PutPacket;7;7217;0;0;false;
PutPacket;7;92178;0;0;false;
PutPacket;7;14815;0;4;false;
PutPacket;7;87447;0;0;false;
PutPacket;7;74047;0;0;false;
PutPacket;7;66846;0;0;false;
PutPacket;7;46611;0;0;false;
PutPacket;7;12348;0;0;false;
PutPacket;7;99714;0;0;false;
PutPacket;7;96029;0;0;false;
PreparePallet;8;1;E1/2;
PutPacket;8;87606;0;0;false;
PreparePallet;9;1;Euro;
PutPacket;9;46654;0;0;false;
PutPacket;8;37599;0;0;false;
PutPacket;8;54453;0;0;false;
PutPacket;8;47250;0;0;false;
PutPacket;9;34732;0;4;false;
PutPacket;8;33842;0;0;false;
PutPacket;9;21068;0;0;false;
PutPacket;8;5406;0;0;false;
PutPacket;9;4434;0;4;false;
PutPacket;8;91283;0;0;false;
PutPacket;8;64435;0;0;false;
PutPacket;8;60678;0;0;false;
PutPacket;8;45730;0;0;false;
PutPacket;9;32609;0;0;false;
PutPacket;9;30803;0;0;false;
PutPacket;6;7744;0;5;false;
PutPacket;9;53981;0;0;false;
PutPacket;9;17731;0;4;false;
PutPacket;9;37255;0;0;false;
PutPacket;6;35232;0;5;false;
PutPacket;9;16106;6;0;false;
PutPacket;9;72650;0;0;false;
PutPacket;9;64031;0;4;false;
PutPacket;9;53222;0;0;false;
PutPacket;9;50650;0;4;false;
PutPacket;9;47235;0;0;false;
PutPacket;6;97260;0;5;false;
PutPacket;6;92822;0;5;false;
PutPacket;7;75295;0;5;false;
PutPacket;9;81229;7;0;false;
PutPacket;9;67673;7;0;false;
PutPacket;9;97311;0;4;false;
PutPacket;7;62794;0;5;false;
PutPacket;9;51301;0;5;false;
PutPacket;9;49027;0;0;false;
PutPacket;9;44554;6;0;false;
